Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
444,      Electrical Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Chennai,  Delhi,  Hyderabad/Secunderabad,  Kolkata,  Panjim/Panaji","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  Senior Process Associate ,  Business Process Associat","Power  ,  Electrical  ,  Industrial  ,  Manufacturing  ,  Facilities  ,  Security"
445,      Energy Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Ahmedabad,  Delhi,  Noida/Greater Noida,  Pune,  Hyderabad/Secunderabad","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  Senior Process Associate ,  Business Process Associat","Sustainable Design  ,  Data Analysis  ,  project manager  ,  business analyst  ,  system analyst"
446,      Electrical Engineer ,    JDC Recruitment Services,4 - 8 yrs,₹Rs 4.00 - 6.00 Lacs p.a.,"Amritsar,  Batala,  Bathinda,  Chandigarh,  Faridkot",Timely Estimating  &  Billing to client  &  contractor.Experience in Building projects will be an added advantage.project Micro Planning  &  Scheduling.Rate analysis.Coordinat,"Manufacturing  ,  Engineering  ,  Electrical Maintenance"
447,      Safety Engineer ,    V P Placement,1 - 6 yrs,₹Rs 1.00 - 12.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Noida/Greater Noida,  Pune","We are Southern Cross Healthcare New ZealandOUR RECRUITMENT PROGRAM IS OPEN FOR: Hospital Administrator ,  Pharmacist ,  Medical Officer ,  Microbiologist ,  Registered Nurse ","Reliability  ,  Machine Safety  ,  Safety Procedures  ,  Safety Training  ,  Safety Management"
448,      Civil Engineer ,    P S International HR Consultants,5 - 8 yrs,,Mumbai,"Responsibilities : -Requirement gathering ,  Co-ordinating activities and bridging the gap between client and software development team.Understanding business processes and ch","""Civil Engineering""  ,  ""Software Development""  ,  ERP  ,  ""Real Estate"""
449,      Facilities Engineer ,    V P Placement,6 - 10 yrs,₹Rs 4.00 - 10.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Mechanical or process background with hands on experience either designing ,  operating or maintaining common surface facility components such as piping ,  vessels ,  tanks , ","Construction Infrastructure  ,  Mechanical Maintenance Commissioning"
450,"      Network Engineer    , Network Applications Engineer ",    Electrobrain modern technologies pvt ltd,2 - 7 yrs,,"Bengaluru / Bangalore,  Delhi/NCR,  Hyderabad/Secunderabad,  Mysoru / Mysore","Job DescriptionResponsibilities and DutiesConfigure and install various network devices and services  ( e.g. ,  routers ,  switches ,  firewalls ,  load balancers ,  VPN ,  Qo","Network support engineer  ,  Network engineer  ,  Desktop Support Engineer  ,  System Administrator  ,  Hardware Engineer
 

"
451,      Cloud Engineer ,    Interface consultancy services,3 - 5 yrs,,"Ahmedabad,  Delhi/NCR,  Anand,  Vadodara,  Indore","JOB TITLE IT :: Cloud EngineerDEPARTMENT ITLOCATION Vadodara ,  Noida ,  Indore ,  Ahmedabad ,  Anand [Currently WFH]REPORTS TO IT :: DirectorDUTIES  & RESPONSIBILITIESRespons","Cloud   ,  Engineer  ,  Vmware   ,  Linux   ,  architect   ,  migration  ,  OpenStack  ,  AWS  ,  Azure  ,  DevOps  ,  NoSQL   ,  Java  ,  Python  ,  Ruby  ,  .net  ,  c#  ,  HTML  ,  CSS  ,  JavaScript  ,  CI  ,  CD   ,  Agile   ,  Scrum  ,  Kanban"
452,      Civil Engineer ,    Sahyog Jobs Consultancy,5 - 10 yrs,₹Rs 3.00 - 12.00 Lacs p.a.,"Delhi/NCR,  Indore,  Lucknow,  Dehradun,  Kolkata","Urgently Required Civil Engineer Job descriptionPlanning and execution of RCC  &  Site workPreparing checklists and estimation of quantitiesEnsuring qualityTo check ,  certify","execution  ,  architectural drawings  ,  Civil Construction  ,  Civil Project Management  ,  Site Supervision  ,  Site Execution  ,  estimation  ,  Civil Project  ,  rcc  ,  civil engineering"
453,      Design Engineer ,    Epsilon Innovative Machines,0 - 3 yrs,₹Rs 1.30 - 1.80 Lacs p.a.,Chennai,**Freshers  ( Engg / DME )  with good understanding on machine components  &  concepts are welcome**Machine 3D designing from concept level.Knowledge on machines and its compo,"Designing  ,  Auto Cad  ,  solidworks  ,  machine knowledge"
454,      Electrical Engineer ,    Gourav Consultants,30 - 35 yrs,₹Rs 10.00 - 15.70 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai","Electrical engineersapply the principles of electricity ,  electronics ,  and electromagnetism to develop electrical products and systems. They perform risk assessments and en","Electrical Engineer
 

"
455,      Piping Engineer ,    Istep Learning,0 - 1 yrs,,Mumbai,"Dear Candidate , Greetings from istep Technology , One of our leading Client in Oil Gas Industry is looking for a Piping Design Engineer.Job description :-Should have Knowledg","Piping Design  ,  Process Piping  ,  Autocad"
456,      Production engineer ,    Yashodhara Management,0 - 3 yrs,₹Rs 1.80 - 3.00 Lacs p.a.,"Mumbai,  Dombivali,  Kalyan,  Navi Mumbai,  Thane","Vacancy for Mechanical Engineer ,  fresher and exp candidate.education - Diploma / BE MechanicalLocation - Ambernath / navi Mumbai / Dombivali / MumbaiIndustry type - Fabricat","B E Mechancal  ,   Diploma Mechanical  ,  Mechanical Engineer  ,  senior engineer  ,  engineer
 

"
457,      Electrical Engineer ,    Aadis Jobs,2 - 6 yrs,₹Rs 3.60 - 5.20 Lacs p.a.,"Noida/Greater Noida,  Agra","Provides technical support to sales engineers and assists in business development.Leads specification ,  design ,  analysis and development of engineering projects.delivers pr","Engineering  ,  electrical  ,  maintenance  ,  Preventive Maintenance"
458,      Devops Engineer ,    Axis Bank,4 - 8 yrs,,"Bengaluru / Bangalore,  Chennai,  Delhi/NCR,  Kolkata,  Mumbai","Applying for this job ,  you will be redirected to the TechGig Challenge page for the skill assessment...","Docker  ,  Kubernetes  ,  AWS  ,  Devops"
459,      Calibration Engineer ,    V P Placement,4 - 9 yrs,₹Rs 5.00 - 10.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Demo Oil is a dynamic ,  growing company with an entrepreneurial spirit. We are building a cohesive team and are always interested in talking to people with energy industry ex","Industrial Machinery  ,  Preventive Maintenance  ,  Control Valves"
460,      DevOps Engineer ,    Axinan Services Private Limited,3 - 8 yrs,₹Rs 40.00 - 45.00 Lacs p.a.,Pune,"ResponsibilitiesTake ownership of software release and monitoring;Streamline testing ,  deployment and release processes via automation. Keep our online services always availa","VPN  ,  Google Cloud Platform  ,  Amazon Web Services  ,  networking  firewall  ,  Linux administration  ,  configuration management  ,  Docker  ,  LXC  ,  CoreOS"
461,      Sales Engineer ,    Cygnus Staffing Solutions,3 - 8 yrs,,"Delhi,  Delhi/NCR","Client of Cygnus Staffing Solutions a leading American MNC ,  in heavy Tuneling and Heavy Engineering Projects  &  Manufacturing of Heavy Construction  /  Capital Equipments ,","Product presentation explaining application and features to potential private  ,   corporate customers.  Search  ,   Plan  &  visit Commanding areas for sales."
462,      Chemical Engineer ,    Sahyog Jobs Consultancy,5 - 10 yrs,,"Delhi/NCR,  Mumbai,  Pune,  Chandigarh,  Baddi",Job descriptionChemical EngineerRoles and ResponsibilitiesChemical Engineer Job Responsibilities:Perform chemical analysis and physical property testing of materials and produ,"Chemical Engineer  ,  senior engineer  ,  Chemical Engineering  ,  Production Processes  ,  Chemical Analysis"
463,      Mechanical Engineer ,    Shubham Placement Servisces,1 - 6 yrs,₹Rs 1.50 - 4.00 Lacs p.a.,"Delhi,  Sonepat","URGENTLY REQ.FOR MECHANICAL ENGINEER  (  B.TECH  /  B.E  ) FOR SALES  /  BUSINESS DEVELOPMENT MANAGER.LOCATION DELHI  / NCR ,  SONIPAT.FRESHER TO 10 YEAR EXP. CANDIDATEINDUSTR","mechanical engineer  ,  sales  ,  marketing"
464,      Marketing Engineer ,    Ambetronics Engineers Pvt. Ltd.,1 - 6 yrs,,Mumbai,"ob Description:Generate inquiries from different databases.send techno-commercial offers ,  Negotiate and finalization of orders.maintaining active contacts with clients.Prepa","""communication""  ,  ""quotation preparation""  ,  ""techno commercial offer""  ,  ""pre- sales""  ,  ""followup""  ,  ""Negotiation"""
465,      Network Engineer ,    Achieeve.com,3 - 8 yrs,,Mumbai,Immediate HiringDesignation: Network EngineerJD for Network EngineerNetwork Engineer who can implement Network equipments based on the Client Network Administrator s specifica,"Technical Support  ,  Networking  ,  Hardware  ,  CCNA  ,  IT Support  ,  Hardware and Networking  ,  System Administrator"
466,      Petroleum Engineer ,    V P Placement,4 - 8 yrs,₹Rs 3.00 - 8.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada",Doing feasibility assessments and site inspections. Preparing and implementing project plans.   Researching and providing estimates for projects.  Monitoring and optimizing sa,"Petrochemical  ,  Petroleum Engineering"
467,"      piping engineer , Principal Piping Engineer ",    V P Placement,5 - 10 yrs,₹Rs 4.10 - 9.20 Lacs p.a.,"Ambala,  Chandigarh,  Gurgaon,  Mahendergarh,  Sonepat","Piping engineers are engineering professionals who are responsible for the creation of piping systems that transport materials such as oil ,  gas ,  water ,  and waste from on","Process Piping  ,  Piping Design  ,  Piping Engineering  ,  Piping  ,  Piping Layouts"
468,      Maintenance Engineer ,    Pukhraj Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Dibrugarh,  Bhagalpur,  Gandhinagar,  Gurgaon,  Udhampur",Reference to the job application received from India with your interest to work and create a new environment for your career and Future in Hilltop Construction Company.Kindly-,"Site Engineer  ,  Front Line Engineer  ,  Site Maintenance  ,  Industrial Machinery"
469,"      ""Azure Engineer"" ",    Core Computing management Pvt Ltd,5 - 10 yrs,₹Rs 6.00 - 14.00 Lacs p.a.,Mumbai,Responsibilities:Mid-Senior level Engineer will be responsible for providing level-2 and level-3 technical support for Microsoft WVD environment.this position will analyze and,"azure  ,  active  ,  directory  ,  MFA"
470,      Pipeline Engineer ,    V P Placement,5 - 10 yrs,₹Rs 5.00 - 9.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR,  Canada","Demo Oil is a dynamic ,  growing company with an entrepreneurial spirit. We are building a cohesive team and are always interested in talking to people with energy industry ex","Pumps  ,  Piping  ,  Piping Engineering"
471,"      Electrical Engineer , Project Engineer , Engineer Bss , Test Engineer ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Chennai,  Patna,  Gandhinagar,  Chamba,  Bengaluru / Bangalore","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  SeniorProcess Associate ,  Business Process Associate","Financial advisory  ,  Funding  ,  Microsoft Technologies  ,  Engineering  ,  Manufacturing  ,  Mechanical  ,  Publishing  ,  Graphic  ,  Media  ,  Advertise"
472,      Structural Engineer ,    V P Placement,6 - 11 yrs,₹Rs 3.20 - 10.20 Lacs p.a.,"Itanagar,  Bongaigaon,  Guwahati,  Jorhat,  Silchar","As a structural engineer ,  you'll design structures to withstand stresses and pressures imposed through environmental conditions and human use. You'll ensure buildings and ot","Structural Design  ,  Structural  ,  Civil  ,  Site"
473,      Design Engineer ,    S Global Tech,3 - 7 yrs,₹Rs 4.50 - 5.20 Lacs p.a.,Pune,"We have an urgent opneing for Design Engineer in Pune.Position : Design EngineerExperience : 4-5 Years in designing field              (  Specialization  SPM ,  Conveyors ,  W","SPM  ,  Conveyors  ,  Welding Fixtures  ,  checking fixtures  ,  Autodesk Inventor  ,  Auto CAD  ,  Autodesk Vault"
474,"      QA Test Engineer , Qa Engineer ",    Electrobrain modern technologies pvt ltd,3 - 8 yrs,₹Rs 6.10 - 10.10 Lacs p.a.,"Delhi,  Delhi/NCR,  Gurgaon,  Noida/Greater Noida","Job DescriptionExercise critical ,  quality-oriented and skeptical thinking about the solution.Actively acquire information from stakeholders rather than relying entirely on w","Test engineering  ,  Testing  ,  QA Testing  ,  Automation Testing Engineering  ,  Mannual Testing  ,  Defect Reporting  ,  Test Estimation  ,  Test Reporting  ,  Test Designing  ,  Test Strategy"
475,      Autocad Engineer ,    Electrobrain modern technologies pvt ltd,2 - 7 yrs,₹Rs 4.50 - 7.50 Lacs p.a.,"Chennai,  Mumbai,  Pune,  Nasik","Job Responsibilities:Research and draft blueprints ,  engineering plans ,  and graphics.develop test prototypes.identify solutions to improve production efficiency.use design ","Auto CAD Design  ,  Cae  ,  Cam  ,  Cad  ,  Catia  ,  Catia 5  ,  Catia V5  ,  Pro-e  ,  Solid Works  ,  Master Cam  ,  Tool Room  ,  Milling  ,  Lathe  ,  Roll Milling  ,  Lathe Machine  ,  Milling Machine  ,  Auto desk"
476,      Estimation Engineer ,    S Global Tech,3 - 7 yrs,₹Rs 3.00 - 5.00 Lacs p.a.,Pune,We have an urgent opneing for Estimation Engineer in Pune.Position : Estimation EngineerExperience : 3-7 Years in Quantity Surveying and Cost EstimationEducation : BE  /  Dipl,"Quantity Surveying  ,  Cost Estimation"
477,      Electrical Engineer ,    Samrit Halam,1 - 5 yrs,₹Rs 80.00 - 102.00 Lacs p.a.,"Chennai,  Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Pune","Electrical engineering is one of the newer branches of engineering ,  and dates back to the late 19th century. It is the branch of engineering that deals with the technology o",critical thinking and problem solving
478,      Development Engineer ,    Pentax Engg. Pvt. Ltd.,2 - 7 yrs,₹Rs 3.00 - 7.00 Lacs p.a.,Mumbai,"The candiates must from Mumbai ,  Thane or New Mumbai only. the candidates must be hard workingthe candidates must initite to develop the company products continuously. The ca","Embedded   ,  Firmware   ,  CAD   ,  Computer aided design  ,  PCB   ,  Microcontroller   ,  CPU   ,  ATMEL   ,  CPU 8 bit  ,  memory and logic  ,  ARM  ,  RISC   ,  microcontroller  ,  Printed board  ,  circuit   ,  STM"
479,      Infosec Engineer ,    Cerulean Information Technology Pvt Ltd,6 - 10 yrs,,Bengaluru / Bangalore,"What You'll Do?  Cerulean seeks an Information Security Engineerto join some of the industry's brightest minds in Network Security ,  managing access decisions based on Cisco'","Network Security  ,  routing protocols  ,  switching  ,  firewalls  ,  LAN  /  WAN  ,  ACL Management  ,  infosec policies"
480,      Electronics Engineer ,    V P Placement,6 - 11 yrs,₹Rs 4.20 - 10.30 Lacs p.a.,"Gurgaon,  Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida","The electronics engineer's responsibilities include interpreting client briefs and providing cost and time estimates ,  testing systems and writing up improvement plans ,  dev","Telecommunications  ,  Telecommunications Equipment  ,  Electronics  ,  Communication  ,  Leadership"
481,"      Thermal Engineer , Thermal Mechanical Engineer ",    V P Placement,4 - 7 yrs,₹Rs 3.00 - 7.00 Lacs p.a.,"Gurgaon,  Kolkata,  Mumbai,  Pune,  Canada",Perform machine setups on thermoforming machines and other CNC and injection molding machinesPrepare tools for productionSupport production management with continuous improvem,"Manufacturing  ,  Engineering  ,  Fabrication"
482,      Software Engineer ,    4th Quarter Technologies Private Limited,1 - 4 yrs,,"Delhi,  Delhi/NCR,  Noida/Greater Noida","Responsibilities:Participating in the entire software development life cycle , Debugging applications ,  and configuring existing systems.must have hands on experience in Visu","c#  ,  asp.net  ,  javascript  ,  Jquery  ,  Css  ,  mssql"
483,      Quality Engineer ,    Intelux india,1 - 2 yrs,₹Rs 1.00 - 2.00 Lacs p.a.,Pune,"To handle the quality assurance initiatives throughout the business division by means of quality planning ,  auditing ,  and verification of product compliance through inspect","Testing  ,  Control Panel  ,    ,  PLC  ,  ISO  ,  Documentation"
